Base date, Major countries and continents, country name, Purpose classification, personnel, Same period last year, increase/decrease rate
201706, Oceania, Year and Continent, etc,1822,1907,-4.5
201706, Oceania, Year and Continent, entire,17227,16478,4.5
201706, Oceania, australia, tourism,11985,11350,5.6
201706, Oceania, australia, commercial,363,390,-6.9
201706, Oceania, australia, Public,24,56,-57.1
201706, Oceania, australia, Study Abroad,30,13,130.8
201706, Oceania, australia, etc,1051,1211,-13.2
201706, Oceania, australia, entire,13453,13020,3.3
201706, Oceania, New Zealand, tourism,2471,2158,14.5
201706, Oceania, New Zealand, commercial,27,33,-18.2
201706, Oceania, New Zealand, Public,9,2,350
201706, Oceania, New Zealand, Study Abroad,3,1,200
201706, Oceania, New Zealand, etc,646,549,17.7
201706, Oceania, New Zealand, entire,3156,2743,15.1
201706, Oceania, etc, tourism,486,541,-10.2
201706, Oceania, etc, commercial,3,1,200
201706, Oceania, etc, Public,3,16,-81.2
201706, Oceania, etc, Study Abroad,1,10,-90
201706, Oceania, etc, etc,125,147,-15
201706, Oceania, etc, entire,618,715,-13.6
201706, Africa, Year and Continent, tourism,1911,2225,-14.1
201706, Africa, Year and Continent, commercial,410,423,-3.1
201706, Africa, Year and Continent, Public,56,115,-51.3
201706, Africa, Year and Continent, Study Abroad,140,119,17.6
201706, Africa, Year and Continent, etc,686,1782,-61.5
201706, Africa, Year and Continent, entire,3203,4664,-31.3
201706, Africa, Republic of South Africa, tourism,369,534,-30.9
201706, Africa, Republic of South Africa, commercial,11,18,-38.9
201706, Africa, Republic of South Africa, Public,0,2,-100
201706, Africa, Republic of South Africa, Study Abroad,6,1,500
201706, Africa, Republic of South Africa, etc,238,564,-57.8
201706, Africa, Republic of South Africa, entire,624,1119,-44.2
201706, Africa, etc, tourism,1542,1691,-8.8
201706, Africa, etc, commercial,399,405,-1.5
201706, Africa, etc, Public,56,113,-50.4
201706, Africa, etc, Study Abroad,134,118,13.6
201706, Africa, etc, etc,448,1218,-63.2
201706, Africa, etc, entire,2579,3545,-27.2
201706, etc, Year and Continent, tourism,40,50,-20
201706, etc, Year and Continent, commercial,3,1,200
201706, etc, Year and Continent, Public,0,0,0
201706, etc, Year and Continent, Study Abroad,0,1,-100
201706, etc, Year and Continent, etc,20,14,42.9
201706, etc, Year and Continent, entire,63,66,-4.5
201706, etc, etc, tourism,40,50,-20
201706, etc, etc, commercial,3,1,200
201706, etc, etc, Public,0,0,0
201706, etc, etc, Study Abroad,0,1,-100
201706, etc, etc, etc,20,14,42.9
201706, etc, etc, entire,63,66,-4.5
201706, Korean, Year and Continent, tourism,0,0,0
201706, Korean, Year and Continent, commercial,0,0,0
201706, Korean, Year and Continent, Public,0,0,0
201706, Korean, Year and Continent, Study Abroad,0,0,0
201706, Korean, Year and Continent, etc,22691,23953,-5.3
201706, Korean, Year and Continent, entire,22691,23953,-5.3
201706, Korean, Korean, tourism,0,0,0
201706, Korean, Korean, commercial,0,0,0
201706, Korean, Korean, Public,0,0,0
201706, Korean, Korean, Study Abroad,0,0,0
201706, Korean, Korean, etc,22691,23953,-5.3
201706, Korean, Korean, entire,22691,23953,-5.3
201707, Entire continent, year, tourism,782389,1405496,-44.3
201707, Entire continent, year, commercial,14145,14633,-3.3
201707, Entire continent, year, Public,5334,4965,7.4
201707, Entire continent, year, Study Abroad,14278,11716,21.9
201707, Entire continent, year, etc,192525,266685,-27.8
201707, Entire continent, year, entire,1008671,1703495,-40.8
201707, Asia, Year and Continent, tourism,626472,1254992,-50.1
201707, Asia, Year and Continent, commercial,11388,11496,-0.9
201707, Asia, Year and Continent, Public,2059,2148,-4.1
201707, Asia, Year and Continent, Study Abroad,13036,10489,24.3
201707, Asia, Year and Continent, etc,129667,191941,-32.4
201707, Asia, Year and Continent, entire,782622,1471066,-46.8
201707, Asia, china, tourism,207099,823016,-74.8
201707, Asia, china, commercial,3508,4103,-14.5
201707, Asia, china, Public,143,354,-59.6
201707, Asia, china, Study Abroad,8545,7122,20
201707, Asia, china, etc,61968,82924,-25.3
201707, Asia, china, entire,281263,917519,-69.3
201707, Asia, japan, tourism,163712,179569,-8.8
201707, Asia, japan, commercial,1955,1981,-1.3
201707, Asia, japan, Public,118,139,-15.1
201707, Asia, japan, Study Abroad,521,471,10.6
201707, Asia, japan, etc,4328,4034,7.3
201707, Asia, japan, entire,170634,186194,-8.4
201707, Asia, taiwan, tourism,83332,80041,4.1
201707, Asia, taiwan, commercial,68,53,28.3
201707, Asia, taiwan, Public,22,27,-18.5
201707, Asia, taiwan, Study Abroad,149,114,30.7
201707, Asia, taiwan, etc,1107,1224,-9.6
201707, Asia, taiwan, entire,84678,81459,4
201707, Asia, Hong Kong, tourism,55987,57771,-3.1
201707, Asia, Hong Kong, commercial,32,36,-11.1
201707, Asia, Hong Kong, Public,3,4,-25
201707, Asia, Hong Kong, Study Abroad,117,77,51.9
201707, Asia, Hong Kong, etc,866,786,10.2
201707, Asia, Hong Kong, entire,57005,58674,-2.8
201707, Asia, Macau, tourism,4976,4680,6.3
201707, Asia, Macau, commercial,0,0,0
201707, Asia, Macau, Public,0,0,0
201707, Asia, Macau, Study Abroad,12,6,100
201707, Asia, Macau, etc,31,17,82.4
201707, Asia, Macau, entire,5019,4703,6.7
201707, Asia, Philippines, tourism,13922,11132,25.1
201707, Asia, Philippines, commercial,217,234,-7.3
201707, Asia, Philippines, Public,148,146,1.4
201707, Asia, Philippines, Study Abroad,105,81,29.6
201707, Asia, Philippines, etc,17951,41818,-57.1
201707, Asia, Philippines, entire,32343,53411,-39.4
201707, Asia, Indonesia, tourism,8372,13236,-36.7
201707, Asia, Indonesia, commercial,277,310,-10.6
201707, Asia, Indonesia, Public,94,67,40.3
201707, Asia, Indonesia, Study Abroad,216,191,13.1
201707, Asia, Indonesia, etc,7169,15600,-54
201707, Asia, Indonesia, entire,16128,29404,-45.2
201707, Asia, thailand, tourism,18590,21107,-11.9
201707, Asia, thailand, commercial,32,37,-13.5
201707, Asia, thailand, Public,225,183,23
201707, Asia, thailand, Study Abroad,91,90,1.1
201707, Asia, thailand, etc,5693,5854,-2.8
201707, Asia, thailand, entire,24631,27271,-9.7
201707, Asia, vietnam, tourism,23099,17517,31.9
201707, Asia, vietnam, commercial,643,554,16.1
201707, Asia, vietnam, Public,413,275,50.2
201707, Asia, vietnam, Study Abroad,1566,1008,55.4
201707, Asia, vietnam, etc,5807,5186,12
201707, Asia, vietnam, entire,31528,24540,28.5
201707, Asia, India, tourism,2651,2652,0
201707, Asia, India, commercial,2452,2395,2.4
201707, Asia, India, Public,38,108,-64.8
201707, Asia, India, Study Abroad,145,105,38.1
201707, Asia, India, etc,4841,15026,-67.8
201707, Asia, India, entire,10127,20286,-50.1
201707, Asia, malaysia, tourism,10525,13393,-21.4
201707, Asia, malaysia, commercial,111,192,-42.2
201707, Asia, malaysia, Public,5,13,-61.5
201707, Asia, malaysia, Study Abroad,122,101,20.8
201707, Asia, malaysia, etc,1994,2509,-20.5
201707, Asia, malaysia, entire,12757,16208,-21.3
201707, Asia, Singapore, tourism,8958,9550,-6.2
201707, Asia, Singapore, commercial,73,113,-35.4
201707, Asia, Singapore, Public,6,4,50
201707, Asia, Singapore, Study Abroad,50,49,2
201707, Asia, Singapore, etc,1595,1698,-6.1
201707, Asia, Singapore, entire,10682,11414,-6.4
201707, Asia, Mongolia, tourism,6903,5581,23.7
201707, Asia, Mongolia, commercial,71,83,-14.5
201707, Asia, Mongolia, Public,194,214,-9.3
201707, Asia, Mongolia, Study Abroad,417,379,10
201707, Asia, Mongolia, etc,716,551,29.9
201707, Asia, Mongolia, entire,8301,6808,21.9
201707, Asia, Uzbekistan, tourism,3521,2835,24.2
201707, Asia, Uzbekistan, commercial,414,319,29.8
201707, Asia, Uzbekistan, Public,0,1,-100
201707, Asia, Uzbekistan, Study Abroad,226,82,175.6
201707, Asia, Uzbekistan, etc,2789,2535,10
201707, Asia, Uzbekistan, entire,6950,5772,20.4
201707, Asia, Myanmar, tourism,1436,1218,17.9
201707, Asia, Myanmar, commercial,16,20,-20
201707, Asia, Myanmar, Public,101,149,-32.2
201707, Asia, Myanmar, Study Abroad,43,31,38.7
201707, Asia, Myanmar, etc,3942,4043,-2.5
201707, Asia, Myanmar, entire,5538,5461,1.4
201707, Asia, GCC, tourism,3818,3820,-0.1
201707, Asia, GCC, commercial,42,37,13.5
201707, Asia, GCC, Public,57,52,9.6
201707, Asia, GCC, Study Abroad,82,145,-43.4
201707, Asia, GCC, etc,105,149,-29.5
201707, Asia, GCC, entire,4104,4203,-2.4
201707, Asia, Kazakhstan, tourism,3075,2186,40.7
201707, Asia, Kazakhstan, commercial,4,3,33.3
201707, Asia, Kazakhstan, Public,3,4,-25
201707, Asia, Kazakhstan, Study Abroad,132,52,153.8
201707, Asia, Kazakhstan, etc,867,584,48.5
201707, Asia, Kazakhstan, entire,4081,2829,44.3
201707, Asia, Turkye, tourism,1448,1427,1.5
201707, Asia, Turkye, commercial,11,18,-38.9
201707, Asia, Turkye, Public,65,75,-13.3
201707, Asia, Turkye, Study Abroad,31,31,0
201707, Asia, Turkye, etc,863,1231,-29.9
201707, Asia, Turkye, entire,2418,2782,-13.1
201707, Asia, Cambodia, tourism,597,552,8.2
201707, Asia, Cambodia, commercial,47,23,104.3
201707, Asia, Cambodia, Public,84,65,29.2
201707, Asia, Cambodia, Study Abroad,55,53,3.8
201707, Asia, Cambodia, etc,2217,1065,108.2
201707, Asia, Cambodia, entire,3000,1758,70.6
201707, Asia, Sri Lanka, tourism,248,228,8.8
201707, Asia, Sri Lanka, commercial,64,55,16.4
201707, Asia, Sri Lanka, Public,10,9,11.1
201707, Asia, Sri Lanka, Study Abroad,34,37,-8.1
201707, Asia, Sri Lanka, etc,1009,1816,-44.4
201707, Asia, Sri Lanka, entire,1365,2145,-36.4
201707, Asia, Bangladesh, tourism,282,205,37.6
201707, Asia, Bangladesh, commercial,159,142,12
201707, Asia, Bangladesh, Public,43,53,-18.9
201707, Asia, Bangladesh, Study Abroad,65,50,30
201707, Asia, Bangladesh, etc,646,482,34
201707, Asia, Bangladesh, entire,1195,932,28.2
201707, Asia, Pakistan, tourism,348,297,17.2
201707, Asia, Pakistan, commercial,349,230,51.7
201707, Asia, Pakistan, Public,14,10,40
201707, Asia, Pakistan, Study Abroad,126,79,59.5
201707, Asia, Pakistan, etc,351,259,35.5
201707, Asia, Pakistan, entire,1188,875,35.8
201707, Asia, Israel, tourism,1018,896,13.6
201707, Asia, Israel, commercial,6,11,-45.5
201707, Asia, Israel, Public,1,1,0
201707, Asia, Israel, Study Abroad,5,4,25
201707, Asia, Israel, etc,69,80,-13.8
201707, Asia, Israel, entire,1099,992,10.8
201707, Asia, Iran, tourism,331,363,-8.8
201707, Asia, Iran, commercial,255,252,1.2
201707, Asia, Iran, Public,6,8,-25
201707, Asia, Iran, Study Abroad,23,25,-8
201707, Asia, Iran, etc,239,248,-3.6
201707, Asia, Iran, entire,854,896,-4.7
201707, Asia, etc, tourism,2224,1720,29.3
201707, Asia, etc, commercial,582,295,97.3
201707, Asia, etc, Public,266,187,42.2
201707, Asia, etc, Study Abroad,158,106,49.1
201707, Asia, etc, etc,2504,2222,12.7
201707, Asia, etc, entire,5734,4530,26.6
201707, America, Year and Continent, tourism,79968,75508,5.9
201707, America, Year and Continent, commercial,454,495,-8.3
201707, America, Year and Continent, Public,2980,2585,15.3
201707, America, Year and Continent, Study Abroad,397,399,-0.5
201707, America, Year and Continent, etc,20671,22874,-9.6
201707, America, Year and Continent, entire,104470,101861,2.6
201707, America, USA, tourism,63853,60376,5.8
201707, America, USA, commercial,378,407,-7.1
201707, America, USA, Public,2897,2540,14.1
201707, America, USA, Study Abroad,171,164,4.3
201707, America, USA, etc,15173,15039,0.9
201707, America, USA, entire,82472,78526,5
201707, America, Canada, tourism,10568,11504,-8.1
201707, America, Canada, commercial,39,51,-23.5
201707, America, Canada, Public,43,10,330
201707, America, Canada, Study Abroad,31,36,-13.9
201707, America, Canada, etc,3893,4285,-9.1
201707, America, Canada, entire,14574,15886,-8.3
201707, America, brazil, tourism,1331,922,44.4
201707, America, brazil, commercial,9,8,12.5
201707, America, brazil, Public,13,11,18.2
201707, America, brazil, Study Abroad,24,38,-36.8
201707, America, brazil, etc,363,599,-39.4
201707, America, brazil, entire,1740,1578,10.3
201707, America, Mexico, tourism,2053,1026,100.1
201707, America, Mexico, commercial,6,3,100
201707, America, Mexico, Public,6,4,50
201707, America, Mexico, Study Abroad,72,78,-7.7
201707, America, Mexico, etc,480,602,-20.3
201707, America, Mexico, entire,2617,1713,52.8
201707, America, etc, tourism,2163,1680,28.7
201707, America, etc, commercial,22,26,-15.4
201707, America, etc, Public,21,20,5
201707, America, etc, Study Abroad,99,83,19.3
201707, America, etc, etc,762,2349,-67.6
201707, America, etc, entire,3067,4158,-26.2
201707, europe, Year and Continent, tourism,60036,56018,7.2
201707, europe, Year and Continent, commercial,1555,1847,-15.8
201707, europe, Year and Continent, Public,165,151,9.3
201707, europe, Year and Continent, Study Abroad,636,658,-3.3
201707, europe, Year and Continent, etc,18269,25407,-28.1
201707, europe, Year and Continent, entire,80661,84081,-4.1
201707, europe, russia, tourism,16593,13432,23.5
201707, europe, russia, commercial,175,136,28.7
201707, europe, russia, Public,16,31,-48.4
201707, europe, russia, Study Abroad,59,68,-13.2
201707, europe, russia, etc,6053,5892,2.7
201707, europe, russia, entire,22896,19559,17.1
201707, europe, uk, tourism,8857,8657,2.3
201707, europe, uk, commercial,190,337,-43.6
201707, europe, uk, Public,27,13,107.7
201707, europe, uk, Study Abroad,27,20,35
201707, europe, uk, etc,1581,2896,-45.4
201707, europe, uk, entire,10682,11923,-10.4
201707, europe, germany, tourism,7166,7337,-2.3
201707, europe, germany, commercial,213,238,-10.5
201707, europe, germany, Public,22,18,22.2
201707, europe, germany, Study Abroad,103,111,-7.2
201707, europe, germany, etc,1645,1506,9.2
201707, europe, germany, entire,9149,9210,-0.7
201707, europe, france, tourism,7160,6931,3.3
201707, europe, france, commercial,308,393,-21.6
201707, europe, france, Public,25,34,-26.5
201707, europe, france, Study Abroad,170,173,-1.7
201707, europe, france, etc,1034,893,15.8
201707, europe, france, entire,8697,8424,3.2
201707, europe, Italy, tourism,2708,2519,7.5
201707, europe, Italy, commercial,58,67,-13.4
201707, europe, Italy, Public,9,6,50
201707, europe, Italy, Study Abroad,25,26,-3.8
201707, europe, Italy, etc,1247,3611,-65.5
201707, europe, Italy, entire,4047,6229,-35
201707, europe, Netherlands, tourism,2626,2729,-3.8
201707, europe, Netherlands, commercial,40,49,-18.4
201707, europe, Netherlands, Public,7,1,600
201707, europe, Netherlands, Study Abroad,42,29,44.8
201707, europe, Netherlands, etc,599,687,-12.8
201707, europe, Netherlands, entire,3314,3495,-5.2
201707, europe, Ukraine, tourism,640,616,3.9
201707, europe, Ukraine, commercial,77,55,40
201707, europe, Ukraine, Public,2,0,0
201707, europe, Ukraine, Study Abroad,18,9,100
201707, europe, Ukraine, etc,1506,2098,-28.2
201707, europe, Ukraine, entire,2243,2778,-19.3
201707, europe, Spain, tourism,1874,1737,7.9
201707, europe, Spain, commercial,23,24,-4.2
201707, europe, Spain, Public,10,11,-9.1
201707, europe, Spain, Study Abroad,26,30,-13.3
201707, europe, Spain, etc,279,445,-37.3
201707, europe, Spain, entire,2212,2247,-1.6
201707, europe, Romania, tourism,390,397,-1.8
201707, europe, Romania, commercial,13,12,8.3
201707, europe, Romania, Public,4,0,0
201707, europe, Romania, Study Abroad,6,7,-14.3
201707, europe, Romania, etc,559,1332,-58
201707, europe, Romania, entire,972,1748,-44.4
201707, europe, Norway, tourism,1093,925,18.2
201707, europe, Norway, commercial,216,242,-10.7
201707, europe, Norway, Public,4,1,300
201707, europe, Norway, Study Abroad,7,23,-69.6
201707, europe, Norway, etc,86,156,-44.9
201707, europe, Norway, entire,1406,1347,4.4
201707, europe, Sweden, tourism,1298,1398,-7.2
201707, europe, Sweden, commercial,34,27,25.9
201707, europe, Sweden, Public,10,4,150
201707, europe, Sweden, Study Abroad,6,5,20
201707, europe, Sweden, etc,98,114,-14
201707, europe, Sweden, entire,1446,1548,-6.6
201707, europe, Poland, tourism,1254,857,46.3
201707, europe, Poland, commercial,28,21,33.3
201707, europe, Poland, Public,0,0,0
201707, europe, Poland, Study Abroad,14,20,-30
201707, europe, Poland, etc,596,436,36.7
201707, europe, Poland, entire,1892,1334,41.8
201707, europe, Swiss, tourism,1312,1430,-8.3
201707, europe, Swiss, commercial,21,19,10.5
201707, europe, Swiss, Public,2,2,0
201707, europe, Swiss, Study Abroad,22,9,144.4
201707, europe, Swiss, etc,102,78,30.8
201707, europe, Swiss, entire,1459,1538,-5.1
201707, europe, Portugal, tourism,847,777,9
201707, europe, Portugal, commercial,8,8,0
201707, europe, Portugal, Public,0,1,-100
201707, europe, Portugal, Study Abroad,2,1,100
201707, europe, Portugal, etc,136,471,-71.1
201707, europe, Portugal, entire,993,1258,-21.1
201707, europe,Austria, tourism,846,875,-3.3
201707, europe,Austria, commercial,8,10,-20
201707, europe,Austria, Public,2,1,100
201707, europe,Austria, Study Abroad,12,10,20
201707, europe,Austria, etc,172,178,-3.4
201707, europe,Austria, entire,1040,1074,-3.2
201707, europe, Finland, tourism,407,479,-15
201707, europe, Finland, commercial,20,18,11.1
201707, europe, Finland, Public,2,0,0
201707, europe, Finland, Study Abroad,18,21,-14.3
201707, europe, Finland, etc,351,356,-1.4
201707, europe, Finland, entire,798,874,-8.7
201707, europe, Belgium, tourism,837,893,-6.3
201707, europe, Belgium, commercial,13,22,-40.9
201707, europe, Belgium, Public,2,12,-83.3
201707, europe, Belgium, Study Abroad,6,12,-50
